시설번호,년도,지역코드,시설유형,쉼터명칭,도로명주소,지번상세주소,면적,이용가능인원,선풍기보유대수,에어컨보유대수,야간개방,휴일개방,숙박가능여부,사용여부,운영시작일,운영종료일,경도,위도,X좌표,Y좌표
11650072,2022,1165066000,1,서초더샵포레시니어하우스 경로당,서울특별시 서초구 헌릉로8길 58,77-0,185,46,1,5,N,N,N,Y,20210520,20210930,127.069855,37.435028,206182.3079,537295.3864
11650073,2022,1165011100,1,새쟁이마을 경로당,,2월 22일,66,16,1,2,N,N,N,Y,20210520,20210930,127.058171,37.449342,205147.2697,538883.3595
11650035,2022,1165057000,1,반포2동 경로당,서울특별시 서초구 신반포로15길 28,4월 2일,113,30,0,4,N,N,N,Y,20220520,20220930,126.996746,37.501082,199712.2678,544624.2429
11650036,2022,1165059000,1,반포힐스테이트 경로당,서울특별시 서초구 신반포로16길 15-20,6월 16일,113,30,3,10,N,N,N,Y,20220520,20220930,127.003534,37.508757,200312.459,545476.0478
11650038,2022,1165058000,1,반포3동 경로당,서울특별시 서초구 신반포로23길 48,Jan.72,163,40,4,2,N,N,N,Y,20220520,20220930,127.000291,37.497449,200025.7327,544220.9999
11650040,2022,1165058100,1,반포4동 경로당,서울특별시 서초구 사평대로26길 9-14,535-12,1919,10,1,1,N,N,N,Y,20220520,20220930,126.988824,37.494089,199011.6793,543848.1424
11650070,2022,1165011000,1,안골마을 경로당,,192-3,50,12,1,2,N,N,N,Y,20210520,20220930,127.080893,37.454942,207157.296,539506.3878
11650071,2022,1165010900,1,내곡신흥 경로당,,1-1125,60,15,2,2,N,N,N,Y,20210520,20210930,127.064382,37.451074,205696.7462,539075.9337
11305016,2022,1130553500,5,미아동주민센터,서울특별시 강북구 솔매로49길 14,197-1,367,20,0,5,N,N,N,Y,20220520,20220930,127.026937,37.627043,202377.8748,558604.7472
11305104,2022,1130564500,5,우이동주민센터,서울특별시 강북구 삼양로139길 49,568-100,88,50,12,2,N,N,N,Y,20220520,20220930,127.011843,37.647866,201045.154,560915.609
11305029,2022,1130554500,5,송중동주민센터,서울특별시 강북구 오패산로 162,87-141,266,80,12,2,N,N,N,Y,20220520,20220930,127.033751,37.616097,202979.8204,557390.0525
11305094,2022,1130562000,5,수유2동 주민센터,서울특별시 강북구 한천로 1117,730-1,88,50,2,3,N,N,N,Y,20220520,20220930,127.019875,37.644617,201754.0607,560555.1229
11305100,2022,1130563000,5,수유3동주민센터,서울특별시 강북구 노해로 36,223-8,191,50,0,2,N,N,N,Y,20220520,20220930,127.023136,37.638689,202042.0213,559897.2419
11305059,2022,1130560000,5,번2동주민센터,서울특별시 강북구 한천로 897,232,192,50,6,2,N,N,N,Y,20220520,20220930,127.038756,37.632068,203420.9717,559162.8345
11305071,2022,1130560600,5,번3동주민센터,서울특별시 강북구 한천로105길 21,242-3,288,60,4,2,N,N,N,Y,20220520,20220930,127.046596,37.625825,204113.3484,558470.242
11305086,2022,1130561000,5,수유1동주민센터,서울특별시 강북구 삼양로 299,605-412,415,100,0,2,N,N,N,Y,20220520,20220930,127.017529,37.630001,201547.3184,558932.8573
1114000073,2022,1114062500,12,다산동 마을마당,서울특별시 중구 동호로15길 60 (신당동),432-1584,1124,30,0,0,,,,Y,,,127.00858,37.554581,200758.1201,550561.9739
1114000072,2022,1114061500,12,신당동 마을마당,서울특별시 중구 청구로 82 (신당동),297-17,774,30,0,0,,,,Y,,,127.0132,37.560636,201166.2625,551234.0654
1114000074,2022,1114016200,12,다산어린이공원,,123-1,3114,50,0,0,,,,Y,,,127.01881,37.563954,201661.8276,551602.442
11590079,2022,1159058000,1,흑석센트레빌2차아파트경로당,서울특별시 동작구 서달로 91 (흑석동),339,224,80,3,4,N,N,N,Y,20220520,20220930,126.958566,37.502233,196336.2538,544752.7573
11590080,2022,1159058000,1,흑석푸르지오아파트경로당,서울특별시 동작구 흑석한강로 27 (흑석동 흑석한강푸르지오),336 흑석한강푸르지오,176,60,5,4,N,N,N,Y,20220520,20220930,126.965402,37.503154,196940.7498,544854.7544
11590067,2022,1159057000,1,신동아아파트 경로당,서울특별시 동작구 매봉로 134,481,66,40,3,2,N,N,N,Y,20220520,20220930,126.951846,37.509702,195742.5032,545582.0032
11590068,2022,1159057000,1,한신휴플러스아파트 경로당,서울특별시 동작구 매봉로 99 (본동 한신휴플러스아파트),487,109,60,2,1,N,N,N,Y,20220520,20220930,126.950156,37.508949,195593.0039,545498.5076
11590069,2022,1159057000,1,본동삼성래미안아파트 경로당,서울특별시 동작구 매봉로 123 (본동 삼성래미안아파트),492,75,40,3,1,N,N,N,Y,20220520,20220930,126.950132,37.50985,195590.9968,545598.5082
11590070,2022,1159057000,1,한신휴플러스아파트 101동 경로당,서울특별시 동작구 매봉로 99 (본동 한신휴플러스아파트),488,33,20,2,1,N,N,N,Y,20220520,20220930,126.950133,37.508931,195590.9958,545496.4998
11590071,2022,1159057000,1,본동에스에이치빌아파트 경로당,서울특별시 동작구 노량진로22길 60 (본동 본동 에스에이치빌),490,72,40,1,1,N,N,N,Y,20220520,20220930,126.949792,37.510776,195560.9997,545701.254
11590072,2022,1159057000,1,래미안트윈파크아파트 경로당,서울특별시 동작구 노량진로23가길 23 (본동 래미안 트윈파크),494,190,60,2,2,N,N,N,Y,20220520,20220930,126.950831,37.514128,195653.002,546073.2571
11590074,2022,1159058000,1,흑석경로당,서울특별시 동작구 서달로13길 17 (흑석동),181-23,389,80,4,2,N,N,N,Y,20220520,20220930,126.961876,37.508451,196629.2483,545442.7516
11590075,2022,1159058000,1,우리유앤미아파트경로당,서울특별시 동작구 서달로 83 (흑석동 우리유앤미아파트),329,50,20,0,2,N,N,N,Y,20220520,20220930,126.959649,37.500659,196432.0027,544577.9998
1129000257,2022,1129057500,1,동선동 희망경로당,서울특별시 성북구 아리랑로4길 49-1,Jan.71,101,42,3,2,N,N,N,Y,20220520,20220930,127.018283,37.595875,201614.6308,555145.2204
1114000075,2022,1114016200,12,동화주민공원,,851-9,2546,30,0,0,,,,Y,,,127.020496,37.560509,201810.8956,551220.0743
1114000076,2022,1114067000,12,황학동 쌈지공원,서울특별시 중구 마장로9길 7 (황학동),1249-0,36,5,0,0,,,,Y,,,127.019518,37.568657,201724.324,552124.3993
1135000308,2022,1135069500,99,중랑천 쉼터1,서울특별시 노원구 노해로 432,738-0,30,5,0,0,,,,Y,,,127.055494,37.652666,204897.1003,561449.7875
1135000301,2022,1135060000,14,경춘선 숲길쉼터,,29-51,20,5,0,0,,,,Y,,,127.093089,37.624262,208217.7947,558299.831
1153000258,2022,1153072000,1,양지경로당,서울특별시 구로구 경인로47나길 10-5,52-171,196,59,2,2,N,N,N,Y,20220520,20220930,126.86607,37.502261,188157.5434,544763.5291
1153000259,2022,1153079000,1,우신빌라경로당,서울특별시 구로구 오리로 1265,213-21,116,35,2,1,N,N,N,Y,20220520,20220930,126.830571,37.494301,185017.0036,543885.1416
1153000257,2022,1153055000,1,은빛경로당,서울특별시 구로구 구로동로22길 51,742-66,61,18,0,3,N,N,N,Y,20220520,20220930,126.887213,37.489185,190025.3195,543309.757
11650009,2022,1165053000,5,서초3동 주민센터,서울특별시 서초구 반포대로 34,1459-12,690,30,3,3,N,Y,N,Y,20220520,20220930,127.014659,37.483279,201296.5176,542648.4171
11650014,2022,1165053100,5,서초4동 주민센터,서울특별시 서초구 서운로26길 3,1302-6,378,94,5,10,N,Y,N,Y,20220520,20220930,127.021069,37.499001,201863.0605,544393.4603
11650020,2022,1165054000,5,잠원동 주민센터,서울특별시 서초구 나루터로 38,58-27,1944,20,2,2,N,Y,N,Y,20220520,20220930,127.017293,37.517856,201528.777,546486.0558
11650030,2022,1165056000,5,반포1동 주민센터,서울특별시 서초구 사평대로 273,20-48,650,50,0,5,N,Y,N,Y,20220520,20220930,127.021236,37.50786,201877.6059,545376.6983
11650003,2022,1165051000,5,서초1동주민센터,서울특별시 서초구 사임당로 89,1649-5,197,20,2,1,N,Y,N,Y,20220520,20220930,127.019443,37.49014,201719.482,543409.9741
11650005,2022,1165052000,5,서초2동 주민센터,서울특별시 서초구 서초대로70길 51,1332-6,2384,50,10,1,N,Y,N,Y,20220520,20220930,127.03087,37.487927,202730.1329,543164.6303
11650043,2022,1165054000,1,롯데캐슬헤론 아파트 경로당,서울특별시 서초구 동광로1길 112,754-1,150,30,6,2,N,N,N,Y,20220520,20220930,126.994487,37.483298,199512.402,542650.4392
11200155,2022,1120063000,1,옥향경로당(삼성아파트),서울특별시 성동구 독서당로 218,250-0,64,19,4,1,N,N,N,Y,20220520,20220930,127.013987,37.542112,201236.1118,549178.1225
11200156,2022,1120063000,1,옥수하이츠(아)경로당,서울특별시 성동구 한림말길 50,100-0,96,29,3,2,N,N,N,Y,20220520,20220930,127.016335,37.540014,201443.6585,548945.3035
1168000099,2022,1168056500,1,청담삼성1차아파트경로당,서울특별시 강남구 삼성로133길 20 (청담동 청담동 삼성1차 아파트),33-0,24,7,2,1,N,N,N,Y,20220520,20220930,127.047838,37.519266,204229.0272,546643.4495
11680019,2022,1168054500,1,로데오현대(아)경로당,서울특별시 강남구 압구정로50길 28,658-2,331,10,2,1,N,N,N,Y,20220520,20220930,127.037474,37.526595,203312.4707,547456.5278
11680012,2022,1168054000,1,현대(아)경로당,서울특별시 강남구 압구정로33길 48  2층 (압구정동),458 2층,224,30,3,3,,,,Y,20220520,20220930,127.030651,37.530618,202709.2036,547902.8013
11680014,2022,1168054000,1,청담경로당,서울특별시 강남구 도산대로67길 15 (청담동),Apr.94,81,20,2,2,,,,Y,20220520,20220930,127.044256,37.525176,203911.9981,547299.2081
11680016,2022,1168054000,1,봉전경로당,서울특별시 강남구 봉은사로68길 39-3 (삼성동),123-29,244,30,3,2,,,,Y,20220520,20220930,127.051901,37.509863,204588.8008,545600.0039
11680018,2022,1168054500,1,압구정1동 경로당,서울특별시 강남구 언주로157길 8,627-2,98,40,4,1,N,N,N,Y,20220520,20220930,127.032347,37.523935,202859.3847,547161.0773
1168000101,2022,1168054500,2,압구정노인복지센터,서울특별시 강남구 도산대로53길 5 (신사동),652-13,146,30,3,2,N,N,N,Y,20220520,20220930,127.038193,37.523524,203376.1556,547115.6441
11290053,2022,1129059000,1,브라운스톤돈암(아) 경로당,서울특별시 성북구 북악산로 844,636-0,137,35,2,2,N,N,N,Y,20220520,20220930,127.01755,37.597937,201549.8374,555374.1004
11290054,2022,1129059000,1,한신팔각정(아)경로당,서울특별시 성북구 성북로4길 52,609-1,119,26,4,1,N,N,N,Y,20220520,20220930,127.011299,37.596264,200997.8351,555188.3312
11290055,2022,1129059000,1,돈암코오롱하늘채(아)경로당,서울특별시 성북구 아리랑로 75,644-0,260,20,0,7,N,N,N,Y,20220520,20220930,127.013404,37.599213,201183.6935,555515.673
11290059,2022,1129060000,1,개운경로당,서울특별시 성북구 개운사길 15,101-16,97,32,2,1,N,N,N,Y,20220520,20220930,127.029068,37.587106,202567.3621,554172.2333
11290038,2022,1129058000,1,돈암 현대(아)경로당,서울특별시 성북구 정릉로 404,1월 3일,76,34,3,1,N,N,N,Y,20220520,20220930,127.028286,37.604142,202497.7243,556063.0182
1129000255,2022,1129057500,1,성신경로당,서울특별시 성북구 보문로32길 80-5,273-0,56,42,4,2,N,N,N,Y,20220520,20220930,127.020741,37.590285,201831.8216,554524.8492
11260004,2022,1126052000,5,면목2동주민센터,서울특별시 중랑구 동일로101길 20-15,180-8,224,56,7,4,N,Y,N,Y,20220520,20220930,127.078929,37.589768,206970.9952,554470.2281
11260009,2022,1126054000,5,면목4동주민센터,서울특별시 중랑구 면목로 246,378-9,272,68,12,2,N,Y,N,Y,20220520,20220930,127.08546,37.574759,207549.2723,552804.8491
11260017,2022,1126055000,5,면목5동주민센터,서울특별시 중랑구 동일로 619,175-18,704,176,1,2,N,Y,N,Y,20220520,20220930,127.079465,37.585845,207018.6321,554034.8703
11260048,2022,1126058000,5,상봉1동주민센터,서울특별시 중랑구 상봉중앙로1길 6,204-1,50,11,5,2,N,Y,N,Y,20220520,20220930,127.087143,37.599924,207695.3792,555598.05
11260058,2022,1126059000,5,상봉2동주민센터,서울특별시 중랑구 동일로114길 10,126-0,232,31,4,17,N,Y,N,Y,20220520,20220930,127.083237,37.592482,207351.1556,554771.7911
11740247,2022,1174070000,1,둔촌동아아파트경로당,서울특별시 강동구 동남로49길 60-5 (둔촌동 동아아파트),621 동아아파트,43,44,2,1,N,N,N,Y,20220520,20220930,127.146135,37.533037,212916.3961,548180.8074
11260066,2022,1126061000,5,중화2동주민센터,서울특별시 중랑구 봉화산로3길 28,310-62,450,200,20,7,N,Y,N,Y,20220520,20220930,127.076105,37.602801,206720.4087,555916.5514
11260069,2022,1126062000,5,묵1동주민센터,서울특별시 중랑구 공릉로2가길 5,174-3,50,15,8,4,N,Y,N,Y,20220520,20220930,127.07855,37.612401,206935.359,556982.1689
11260080,2022,1126063000,5,묵2동주민센터,서울특별시 중랑구 동일로157길 29,243-1,40,10,5,3,N,Y,N,Y,20220520,20220930,127.075976,37.609642,206708.4031,556675.7628
11260087,2022,1126065500,5,망우본동주민센터,서울특별시 중랑구 망우로77길 12,146-41,280,90,6,6,N,Y,N,Y,20220520,20220930,127.106255,37.601457,209382.9022,555769.9008
11260061,2022,1126060000,5,중화1동주민센터,서울특별시 중랑구 동일로134길 17,287-3,200,50,14,1,N,Y,N,Y,20220520,20220930,127.080715,37.601135,207127.6231,555731.9059
11260119,2022,1126069000,5,신내2동주민센터,서울특별시 중랑구 봉화산로 190,665-0,36,9,1,2,N,Y,N,Y,20220520,20220930,127.094161,37.606294,208314.43,556305.6373
11260099,2022,1126068000,5,신내1동주민센터,서울특별시 중랑구 용마산로129나길 35,448-1,50,10,7,2,N,Y,N,Y,20220520,20220930,127.099488,37.605886,208784.8343,556260.8499
11260097,2022,1126066000,5,망우3동주민센터,서울특별시 중랑구 겸재로61길 40,529-2,200,50,0,6,N,Y,N,Y,20220520,20220930,127.098086,37.59234,208662.6338,554757.3078
11260030,2022,1126057000,5,면목7동주민센터,서울특별시 중랑구 면목로 298,626-11,376,94,9,4,N,Y,N,Y,20220520,20220930,127.087444,37.579209,207724.1179,553298.8982
11260039,2022,1126057500,5,면목38동주민센터,서울특별시 중랑구 사가정로51길 48,498-6,60,15,6,8,N,Y,N,Y,20220520,20220930,127.088067,37.583018,207778.7524,553721.7385
11260023,2022,1126056500,5,면목본동주민센터,서울특별시 중랑구 면목로 397,115-18,210,70,5,1,N,Y,N,Y,20220520,20220930,127.087529,37.587311,207730.7705,554198.235
11290039,2022,1129058000,1,돈암1동 범양(아)경로당,서울특별시 성북구 정릉로 402-16,631-0,84,56,3,1,N,N,N,Y,20220520,20220930,127.027981,37.60329,202470.8202,555968.4475
11290040,2022,1129058000,1,돈암 삼성(아)제2경로당,서울특별시 성북구 동소문로34길 24,2월 15일,128,18,3,1,N,N,N,Y,20220520,20220930,127.024494,37.598821,202163.0353,555472.3518
11290041,2022,1129058000,1,고운경로당,서울특별시 성북구 동소문로35가길 29,38-19,57,35,0,1,N,N,N,Y,20220520,20220930,127.02121,37.599759,201873.0057,555576.3889
11290069,2022,1129061000,1,보문제2경로당,서울특별시 성북구 보문로21길 19-5,98-0,48,21,2,1,N,N,N,Y,20220520,20220930,127.019486,37.582793,201721.1893,553693.2873
11290101,2022,1129063000,1,정릉중앙하이츠빌1단지 (아)경로당,서울특별시 성북구 아리랑로19길 60,494-0,90,45,2,2,N,N,N,Y,20220520,20220930,127.008833,37.602575,200779.9746,555888.7256
11500009,2022,1150051000,1,강변한솔솔파크(아)어르신사랑방,서울특별시 강서구 양천로63길 38,300-0,107,32,2,1,N,N,N,Y,20220520,20220930,126.866429,37.556695,188197.8934,550804.9091
11500010,2022,1150051000,1,염창삼성하나로(아)어르신사랑방,서울특별시 강서구 양천로73길 5,248-3,108,33,1,1,N,N,N,Y,20220520,20220930,126.871891,37.551597,188679.7017,550238.5087
11500011,2022,1150051000,1,쌍용예가(아)어르신사랑방,서울특별시 강서구 양천로 613,308-0,108,33,1,1,N,N,N,Y,20220520,20220930,126.866409,37.555387,188195.8492,550659.7503
11500012,2022,1150052000,1,대동황토방(아)어르신사랑방,서울특별시 강서구 공항대로59길 103,631-16,59,18,2,2,N,N,N,Y,20220520,20220930,126.862857,37.55589,187882.1373,550716.0847
11500013,2022,1150052000,1,대동황토방2차(아)어르신사랑방,서울특별시 강서구 공항대로55길 50,713-0,64,19,2,2,N,N,N,Y,20220520,20220930,126.862136,37.55512,187818.2341,550630.7282
11500014,2022,1150052000,1,라인(아)어르신사랑방,서울특별시 강서구 화곡로68길 33,628-21,83,25,1,2,N,N,N,Y,20220520,20220930,126.856416,37.559758,187313.6337,551146.1705
11500015,2022,1150052000,1,보람2차(아)어르신사랑방,서울특별시 강서구 화곡로 390,640-0,50,15,2,1,N,N,N,Y,20220520,20220930,126.853901,37.558004,187091.1006,550951.8507
11500016,2022,1150052000,1,코오롱(아)어르신사랑방,서울특별시 강서구 화곡로66길 90,642-0,93,28,2,2,N,N,N,Y,20220520,20220930,126.858166,37.556073,187467.6202,550736.9663
11500017,2022,1150052000,1,코오롱3차(아)어르신사랑방,서울특별시 강서구 공항대로55길 19,714-0,61,19,3,2,N,N,N,Y,20220520,20220930,126.8606,37.554378,187682.4078,550548.4864
11500018,2022,1150052000,1,등촌어르신사랑방,서울특별시 강서구 화곡로66길 186-12 (등촌동),645-28,142,28,4,2,N,N,N,Y,20220520,20220930,126.862412,37.553774,187842.4381,550481.2136
11500020,2022,1150052000,1,서광(아)어르신사랑방,서울특별시 강서구 공항대로45길 68-6,638-6,71,22,2,2,N,N,N,Y,20220520,20220930,126.856611,37.557467,187330.4574,550891.8813
1147000610,2022,1147059000,99,신월음악도서관,서울특별시 양천구 오목로5길 34,425-2,841,69,4,4,N,Y,N,Y,20220520,20220930,126.840104,37.524729,185865.7402,547260.6895
1147000613,2022,1147060000,99,방아다리문학도서관,서울특별시 양천구 화곡로4길 10,Feb.52,295,25,3,4,N,Y,N,Y,20220520,20220930,126.827163,37.538565,184724.6425,548798.4059
1147000615,2022,1147067000,99,영어특성화도서관,서울특별시 양천구 목동동로 81,322-11,715,30,3,3,N,Y,N,Y,20220520,20220930,126.86377,37.515989,187956.3502,546287.4657
1147000611,2022,1147055000,99,목마교육도서관,서울특별시 양천구 목동서로 41,908-32,543,21,2,4,N,Y,N,Y,20220520,20220930,126.881705,37.537202,189544.8577,548639.6232
1147000614,2022,1147061100,99,해맞이역사도서관,서울특별시 양천구 지양로 37,987-0,1146,54,2,3,N,Y,N,Y,20220520,20220930,126.834944,37.519643,185408.6953,546697.0277
11740113,2022,1174059000,1,서원마을경로당,서울특별시 강동구 올림픽로 936,116-51,113,28,2,1,N,Y,N,Y,20220520,20220930,127.133379,37.564006,211783.999,551616.409
11740114,2022,1174059000,1,한강현대경로당,서울특별시 강동구 올림픽로104길 36  한강현대아파트제 한강현대아파트제 (암사동),442-1,105,54,3,1,N,N,N,Y,20220520,20220930,127.13168,37.55547,211635.202,550668.8017
11290103,2022,1129063000,1,정릉푸른마을동아(아)경로당,서울특별시 성북구 서경로 31,210-0,160,21,3,1,N,N,N,Y,20220520,20220930,127.014579,37.607196,201287.3447,556401.7246
11290104,2022,1129063000,1,정릉2동 동행경로당,서울특별시 성북구 정릉로24길 57-30,429-1,50,25,2,1,N,N,N,Y,20220520,20220930,127.008869,37.603881,200783.1222,556033.7108
11740078,2022,1174055000,1,래미안힐스테이트고덕(여),서울특별시 강동구 아리수로50길 50,688-0,307,48,0,2,N,N,N,Y,20220520,20220930,127.148601,37.557688,213129.9976,550917.2026
11740039,2022,1174053000,1,삼익가든 아파트경로당,서울특별시 강동구 상암로 224  11-707 (명일동 삼익맨션),270,86,27,3,2,N,N,N,Y,20220520,20220930,127.148343,37.546174,213109.2003,549639.205
11500071,2022,1150059100,1,연지어르신사랑방,서울특별시 강서구 화곡로58길 30-7 (화곡동),1121-19,197,39,0,3,N,N,N,Y,20220520,20220930,126.852599,37.55243,186975.1162,550333.3932
11740249,2022,1174070000,1,둔촌하이츠아파트경로당,서울특별시 강동구 명일로 113,545-0,108,30,2,1,N,N,N,Y,20220520,20220930,127.142437,37.529317,212590.1059,547767.4982
11500112,2022,1150061100,1,마곡엠밸리15단지(아)어르신사랑방,서울특별시 강서구 마곡중앙로 36,751-0,352,107,2,2,N,N,N,Y,20220520,20220930,126.826886,37.556593,184703.9074,550799.3437
11500113,2022,1150061100,1,마곡수명산파크1단지(아)어르신사랑방,서울특별시 강서구 강서로47길 108,742-0,169,51,2,2,N,N,N,Y,20220520,20220930,126.830147,37.553636,184991.4258,550470.5927
11500114,2022,1150061100,1,수명산파크5단지(아)어르신사랑방,서울특별시 강서구 수명로2길 105,749-0,112,34,2,2,N,N,N,Y,20220520,20220930,126.82743,37.552126,184750.9849,550303.5045
11500115,2022,1150061100,1,마곡엠밸리14단지(아)어르신사랑방,서울특별시 강서구 마곡중앙로 33,750-0,356,108,2,2,N,N,N,Y,20220520,20220930,126.824766,37.557147,184516.666,550861.134
11500116,2022,1150061100,1,마곡수명산파크4단지(아)어르신사랑방,서울특별시 강서구 수명로1길 16,753-0,122,37,2,2,N,N,N,Y,20220520,20220930,126.823184,37.551187,184375.604,550199.9838
11500053,2022,1150055000,1,하마터 어르신사랑방,서울특별시 강서구 곰달래로36길 22 (화곡동),883-3,152,30,2,2,N,N,N,Y,20220520,20220930,126.853763,37.530088,187074.1416,547853.574
11500055,2022,1150056000,1,수명 어르신사랑방,서울특별시 강서구 화곡로15길 18 (화곡동),1044-31,96,19,2,1,N,N,N,Y,20220520,20220930,126.834343,37.540869,185359.6882,549052.9355
11500058,2022,1150056000,1,화곡푸르지오(아)어르신사랑방,서울특별시 강서구 화곡로13길 107,1091-0,325,98,10,3,N,N,N,Y,20220520,20220930,126.830225,37.546768,184996.9415,549708.3805
11500074,2022,1150059300,1,안골어르신사랑방,서울특별시 강서구 강서로18아길 15-9 (화곡동),155-1,122,24,4,2,N,N,N,Y,20220520,20220930,126.850745,37.536029,186808.4093,548513.4047
11500075,2022,1150059300,1,약수어르신사랑방,서울특별시 강서구 초록마을로32길 32 (화곡동),409-84,93,19,2,3,N,N,N,Y,20220520,20220930,126.847501,37.538003,186522.0588,548732.888
11500076,2022,1150059300,1,화곡 어르신사랑방,서울특별시 강서구 강서로12길 15-10 (화곡동),341-41,223,45,6,2,N,N,N,Y,20220520,20220930,126.847753,37.532109,186543.2364,548078.7121
11500078,2022,1150060300,1,가양1단지(아)어르신사랑방,서울특별시 강서구 강서로 532,1459-0,247,75,3,2,N,N,N,Y,20220520,20220930,126.842959,37.572582,186127.0276,552571.376
11500029,2022,1150053500,1,등촌4단지(아)경로당,서울특별시 강서구 공항대로39길 59 (등촌동 등촌4단지주공영구임대아파트),690,184,37,5,2,N,N,N,Y,20220520,20220930,126.84314,37.561544,186140.99,551346.2814
11500030,2022,1150053500,1,등촌7복지관 어르신사랑방,서울특별시 강서구 공항대로43길 104 (등촌동 등촌8단지주공아파트),707,74,15,2,2,N,N,N,Y,20220520,20220930,126.85225,37.560596,186945.7019,551239.8046
11500031,2022,1150053500,1,등촌9종합사회복지관푸른경로당,서울특별시 강서구 화곡로63가길 92 (등촌동 등촌9단지영구임대아파트),704,138,28,2,3,N,N,N,Y,20220520,20220930,126.850089,37.562047,186754.9903,551401.0955
11500032,2022,1150053500,1,등촌주공1단지어르신사랑방,서울특별시 강서구 강서로68길 36 (등촌동 등촌12단지주공아파트),687,209,42,3,4,N,N,N,Y,20220520,20220930,126.842369,37.565061,186073.5159,551736.819
11500034,2022,1150053500,1,등촌10단지(아)어르신사랑방,서울특별시 강서구 화곡로63가길 71,702-0,55,16,3,2,N,N,N,Y,20220520,20220930,126.848593,37.561929,186622.7942,551388.2551
11500036,2022,1150053500,1,미주진로(아)어르신사랑방,서울특별시 강서구 공항대로 351-21,701-0,165,50,2,3,N,N,N,Y,20220520,20220930,126.847239,37.5598,186502.8251,551152.1546
11500038,2022,1150053500,1,대림(아)어르신사랑방,서울특별시 강서구 공항대로39길 100,694-0,144,44,2,2,N,N,N,Y,20220520,20220930,126.846891,37.562656,186472.6204,551469.1427
11500039,2022,1150053500,1,등촌11단지(아)어르신사랑방,서울특별시 강서구 공항대로43길 39,705-6,109,33,2,2,N,N,N,Y,20220520,20220930,126.848963,37.559141,186654.9962,551078.7228
11500021,2022,1150052000,1,태영(아)어르신사랑방,서울특별시 강서구 양천로 590,632-2,34,10,4,1,N,N,N,Y,20220520,20220930,126.864057,37.555593,187988.068,550682.9229
11500022,2022,1150053000,1,등촌동 대림(아)어르신사랑방,서울특별시 강서구 등촌로 137,561-1,43,13,2,1,N,N,N,Y,20220520,20220930,126.862624,37.542239,187859.3356,549200.9726
11500023,2022,1150053000,1,등촌임광(아)어르신사랑방,서울특별시 강서구 등촌로 113,583-1,63,19,2,2,N,N,N,Y,20220520,20220930,126.863218,37.54033,187911.5137,548989.0091
11500024,2022,1150053000,1,등촌아이파크1단지(아)어르신사랑방,서울특별시 강서구 등촌로 163,715-0,99,30,2,1,N,N,N,Y,20220520,20220930,126.860666,37.544079,187686.5898,549405.4783
11500025,2022,1150053000,1,태진아름(아)어르신사랑방,서울특별시 강서구 등촌로53길 39,677-0,63,19,3,1,N,N,N,Y,20220520,20220930,126.861722,37.549434,187780.7687,549999.7035
11500027,2022,1150053000,1,등촌동 아이파크2단지어르신사랑방,서울특별시 강서구 등촌로 163,715-0,101,31,1,1,N,N,N,Y,20220520,20220930,126.860157,37.543893,187641.5505,549384.9125
11140048,2022,1114066500,1,현대아파트경로당,서울특별시 중구 다산로36길 109,840-0,102,40,2,2,N,N,N,Y,20220520,20220930,127.021376,37.559954,201888.6523,551158.5265
11140047,2022,1114066500,1,청구e편한세상경로당,서울특별시 중구 청구로 64,852-0,128,50,5,3,N,N,N,Y,20220520,20220930,127.016661,37.560401,201472.0776,551208.0317
11140056,2022,1114068000,1,충정경로당(임대),서울특별시 중구 중림로4길 41,201-0,69,30,3,2,N,N,N,Y,20220520,20220930,126.964644,37.55718,196875.9713,550851.0293
11140046,2022,1114066500,1,파라다이스경로당,서울특별시 중구 다산로42나길 46,846-0,89,30,4,1,N,N,N,Y,20220520,20220930,127.017345,37.562429,201532.4262,551433.0934
11140055,2022,1114067000,1,황중경로당,서울특별시 중구 난계로11길 37,2525-0,257,35,5,3,N,N,N,Y,20220520,20220930,127.021776,37.566664,201923.8217,551903.1991
11380135,2022,1138069000,1,상림마을14단지아파트경로당,서울특별시 은평구 진관4로 48-51,10-0,138,15,3,1,N,N,N,Y,20220601,20220930,126.931078,37.642401,193917.1336,560311.2183
11380136,2022,1138069000,1,상림마을6단지아파트경로당,서울특별시 은평구 진관4로 107,1-0,76,10,1,1,N,N,N,Y,20220601,20220930,126.930286,37.649131,193847.789,561058.2313
11380137,2022,1138069000,1,상림마을2단지경로당,서울특별시 은평구 진관4로 37,14-0,141,20,1,1,N,N,N,Y,20220601,20220930,126.924869,37.645049,193369.3796,560605.5399
11380138,2022,1138069000,1,상림마을9단지아파트경로당,서울특별시 은평구 진관4로 78-8,7-0,99,10,2,1,N,N,N,Y,20220601,20220930,126.928584,37.646031,193697.3267,560714.2758
11320145,2022,1132071000,1,극동A 경로당,서울특별시 도봉구 시루봉로11길 25-8 (방학동 극동아파트),방학동 730,96,24,1,1,N,N,N,Y,20220520,20220930,127.027099,37.664587,202390.9364,562771.7519
11380134,2022,1138069000,1,은평뉴타운3단지제2경로당,서울특별시 은평구 진관2로 90,107-0,127,15,3,2,N,N,N,Y,20220601,20220930,126.927394,37.63315,193591.1993,559284.6982
