시설번호,년도,지역코드,시설유형,쉼터명칭,도로명주소,지번상세주소,면적,이용가능인원,선풍기보유대수,에어컨보유대수,야간개방,휴일개방,숙박가능여부,사용여부,운영시작일,운영종료일,경도,위도,X좌표,Y좌표
11110048,2022,1111065000,1,유림경로당,서울특별시 종로구 성균관로5길 25-13,Feb.53,178,44,2,2,N,N,N,Y,20220520,20220930,126.996918,37.584672,199727.7808,553901.6942
11110049,2022,1111065000,1,명륜2.4가경로당,서울특별시 종로구 창경궁로26길 7,206-8,135,33,5,2,N,N,N,Y,20220520,20220930,126.998112,37.582083,199833.2357,553614.3419
11110052,2022,1111067000,1,당고개경로당,서울특별시 종로구 종로53길 29,197-17,100,20,4,1,N,N,N,Y,20220520,20220930,127.013201,37.573689,201166.1474,552682.7957
11380112,2022,1138069000,1,구파발10단지제3경로당,서울특별시 은평구 북한산로 2,29-0,114,30,1,3,N,N,N,Y,20220601,20220930,126.922098,37.643264,193124.6629,560407.6226
11380113,2022,1138069000,1,폭포동4단지제3경로당,서울특별시 은평구 연서로44길 30,132-0,118,20,3,3,N,N,N,Y,20220601,20220930,126.939592,37.643404,194668.6276,560422.0231
11380114,2022,1138069000,1,구파발10단지제1경로당,서울특별시 은평구 진관3로 15-45,27-0,137,30,2,4,N,N,N,Y,20220601,20220930,126.916749,37.643966,192652.6494,560485.9429
1156000079,2022,1156058500,1,구립모랫말경로당,서울특별시 영등포구 도영로 41,205-23,176,50,2,3,Y,Y,,Y,20220520,20220930,126.897459,37.50968,190933.9359,545583.4229
11290027,2022,1129057500,5,동선동 주민센터,서울특별시 성북구 동소문로26길 27,130-7,935,80,3,5,N,N,N,Y,20220520,20220930,127.020394,37.593941,201801.0869,554930.6397
1138000183,2022,1138063200,1,새절역현대아파트경로당,서울특별시 은평구 은평터널로 164 (신사동 새절역현대아파트),359-0,50,10,2,1,N,N,N,Y,20220601,20220930,126.908373,37.593525,191907.9659,554888.2201
1156000075,2022,1156056000,1,유원제2차아파트경로당,서울특별시 영등포구 선유동2로 56,7월 2일,35,25,1,1,Y,Y,,Y,20220520,20220930,126.898028,37.533001,190987.0404,548171.7185
1156000077,2022,1156056000,1,래미안당산1차아파트경로당,서울특별시 영등포구 당산로54길 11,374-0,59,25,3,1,,,,Y,20220520,20220930,126.906062,37.533928,191697.2318,548273.8312
11110068,2022,1111071000,1,한마음경로당,서울특별시 종로구 숭인동길 78-8,382-0,81,35,2,1,N,N,N,Y,20220520,20220930,127.022193,37.578249,201960.3762,553189.0305
1126000126,2022,1126062000,99,중랑구민체육센터 1층,서울특별시 중랑구 신내로15길 189,1월 22일,189,20,2,1,,,,Y,20220520,20220930,127.087544,37.615177,207729.2032,557290.9553
1156000080,2022,1156058500,1,구립미루나루길경로당,서울특별시 영등포구 도신로29가길 12,Feb.81,175,40,6,3,,,,Y,20220520,20220930,126.906434,37.509358,191727.4166,545546.8582
1156000095,2022,1156060500,1,문래두산위브아파트경로당,서울특별시 영등포구 선유로9나길 8,14-0,100,25,1,2,,,,Y,20220520,20220930,126.885726,37.516823,189897.5365,546377.4007
1156000140,2022,1156063000,1,신길1동 자이아파트경로당,서울특별시 영등포구 가마산로79길 19,4938-0,98,40,1,4,,,,Y,20220520,20220930,126.916745,37.506835,192638.8012,545266.0031
1156000141,2022,1156063000,1,신기목련아파트경로당,서울특별시 영등포구 신길로42가길 34,4935-0,85,35,4,1,Y,Y,,Y,20220520,20220930,126.914979,37.508184,192482.8002,545415.8422
1156000142,2022,1156063000,1,구립대신경로당,서울특별시 영등포구 도신로54길 9-17,157-33,111,20,3,3,,,,Y,20220520,20220930,126.91572,37.510894,192548.5857,545716.5587
1156000143,2022,1156063000,1,구립창신경로당,서울특별시 영등포구 여의대방로53나길 43,89-197,390,40,4,3,Y,Y,,Y,20220520,20220930,126.920673,37.509963,192986.3974,545612.8045
1156000145,2022,1156063000,1,경남아파트경로당,서울특별시 영등포구 영등포로 351,Jan.67,74,40,2,3,Y,Y,,Y,20220520,20220930,126.91803,37.515313,192753.2019,546206.8091
1156000082,2022,1156058500,1,쌍용프레티넘시티경로당,서울특별시 영등포구 도영로7길 15,820-0,145,25,4,2,Y,Y,,Y,20220520,20220930,126.894319,37.509398,190656.2806,545552.4317
1156000083,2022,1156058500,1,영등포아트자이경로당,서울특별시 영등포구 도영로 66,821-0,184,50,4,4,Y,Y,,Y,20220520,20220930,126.900346,37.51032,191189.2625,545654.1806
1156000068,2022,1156056000,1,삼성2차아파트경로당,서울특별시 영등포구 당산로36길 12,Jan.94,78,35,1,1,Y,Y,,Y,20220520,20220930,126.897806,37.52808,190966.7986,547625.6029
1156000070,2022,1156056000,1,성원아파트경로당,서울특별시 영등포구 양평로 57,40-0,85,40,3,2,,,,Y,20220520,20220930,126.899834,37.534245,191146.7958,548309.6046
1156000071,2022,1156056000,1,당산효성1차아파트경로당,서울특별시 영등포구 당산로42길 13,12-0,90,30,2,1,Y,Y,,Y,20220520,20220930,126.901676,37.530686,191309.2147,547914.4276
1156000072,2022,1156056000,1,당산2차효성타운경로당,서울특별시 영등포구 당산로42길 7,13-0,117,30,2,3,,,,Y,20220520,20220930,126.900364,37.530667,191193.2015,547912.4076
1156000073,2022,1156056000,1,당산강변래미안경로당,서울특별시 영등포구 버드나루로 130,376-0,140,40,3,2,Y,Y,,Y,20220520,20220930,126.908392,37.529451,191902.7036,547776.7585
1156000187,2022,1156071000,1,구립큰숲경로당,서울특별시 영등포구 대림로7길 11-13,990-93,254,80,2,8,Y,Y,,Y,20220520,20220930,126.90436,37.488696,191541.7148,543253.8279
1156000188,2022,1156071000,1,문영칸타빌레경로당,서울특별시 영등포구 도림천로 391,1061-0,101,40,1,2,Y,Y,,Y,20220520,20220930,126.897811,37.492446,190962.9809,543670.6706
1156000131,2022,1156062000,1,한솔아파트경로당,서울특별시 영등포구 양평로30길 51,99-0,60,30,2,1,,,,Y,20220520,20220930,126.887744,37.54426,190079.6002,549422.3989
1156000132,2022,1156062000,1,6차현대아파트경로당,서울특별시 영등포구 선유로 207,101-0,134,40,4,3,,,,Y,20220520,20220930,126.893795,37.532009,190612.8022,548061.9995
1156000135,2022,1156062000,1,성원아파트경로당,서울특별시 영등포구 양평로17길 36,12-0,35,29,2,2,,,,Y,20220520,20220930,126.894094,37.534158,190639.4987,548300.4823
1165000083,2022,1165065100,1,양재느티나무쉼터,서울특별시 서초구 바우뫼로41길 72-9,7-32,487,5,0,1,N,N,N,Y,20220520,20220930,127.040532,37.483856,203584.8317,542713.0716
1165000107,2022,1165053000,1,서초구립 하명달 경로당,서울특별시 서초구 서운로23길 17,1313-17,41,15,2,1,N,N,N,Y,20220520,20220930,127.021043,37.498861,201860.7826,544377.8883
1165000124,2022,1165065200,1,원지 경로당,서울특별시 서초구 원터5길 14,589-2,20,7,1,1,N,N,N,Y,20220520,20220930,127.057531,37.442917,205091.0657,538170.2838
1165000129,2022,1165052000,1,서초2동 경로당,서울특별시 서초구 강남대로45길 17-2 (서초동),1357-48,198,25,2,2,,,,Y,20220705,20220930,127.030892,37.487959,202732.0421,543168.127
1132000170,2022,1132071000,1,신동아5차아파트 경로당,서울특별시 도봉구 방학로12길 53 (방학동 신동아아파트),738-0,23,9,2,1,N,N,N,Y,20220520,20220930,127.028494,37.663347,202514.1046,562634.1496
11545009,2022,1154551000,5,가산동주민센터,서울특별시 금천구 가산동 가산로 129 (가산동),144-3 가산동주민센터,163,30,10,2,N,Y,N,Y,20220520,20220930,126.891787,37.476914,190428.2354,541947.3747
11545012,2022,1154561000,5,독산1동주민센터,서울특별시 금천구 독산동 시흥대로123길 11 (독산동),289-5 독산1동주민센터,108,100,0,3,N,Y,N,Y,20220520,20220930,126.897049,37.470222,190892.888,541204.0862
11350144,2022,1135061900,2,중계종합사회복지관,서울특별시 노원구 덕릉로 662,358-0,120,10,1,1,,Y,,Y,20220520,20220930,127.07553,37.656687,206664.7672,561897.2687
11350145,2022,1135061900,2,평화종합사회복지관,서울특별시 노원구 노원로 331,514-3,120,10,1,1,,Y,,Y,20220520,20220930,127.069507,37.646548,206134.1647,560771.5088
1141000674,2022,1141072000,2,북가좌2동노인복지센터,서울특별시 서대문구 증가로20길 43 (북가좌동),5-106,30,20,3,1,,,,Y,20220601,20220930,126.917958,37.581221,192753.2465,553521.8101
1114000063,2022,1114063500,2,약수노인종합복지관,서울특별시 중구 다산로6길 11 (신당동),366-18,76,20,0,2,Y,Y,N,Y,20220520,20220930,127.009211,37.55248,200813.8987,550328.7822
11320082,2022,1132066000,2,쌍문동 어르신복지관,서울특별시 도봉구 우이천로 363 (쌍문동),쌍문동 361-8,1145,100,9,2,N,N,N,Y,20220520,20220930,127.023803,37.648237,202100.5876,560956.9423
11320065,2022,1132052200,2,도봉서원종합사회복지관,서울특별시 도봉구 마들로 668 (도봉동),도봉동 636-9,3582,200,30,1,N,Y,N,Y,20220520,20220930,127.046519,37.669738,204104.0899,563344.1129
11320096,2022,1132067000,2,도봉노인종합복지관,서울특별시 도봉구 도당로2길 12-13 (쌍문동),쌍문동 19-12,2757,250,26,19,N,N,N,Y,20220520,20220930,127.035986,37.658895,203175.3583,562140.2712
11320131,2022,1132070000,2,방아골종합사회복지관,서울특별시 도봉구 시루봉로17길 42 (방학동),방학동 396-19,3217,200,2,1,N,Y,N,Y,20220520,20220930,127.032701,37.669355,202885.0396,563301.0664
11320134,2022,1132070000,2,방학동 어르신복지관,서울특별시 도봉구 시루봉로15라길 59-9 (방학동),방학동 393-5,688,100,13,16,N,N,N,Y,20220520,20220930,127.032212,37.670581,202841.8771,563437.1921
11170015,2022,1117053000,2,갈월종합사회복지관,서울특별시 용산구 두텁바위로 25,51-19,115,17,1,1,N,N,N,Y,20220520,20220930,126.974786,37.54578,197771.7939,549585.3884
11170017,2022,1117055500,2,구립청파노인복지센터,서울특별시 용산구 청파로83길 26,33-49,290,50,2,1,N,N,N,Y,20220520,20220930,126.967693,37.551975,197145.2204,550273.1728
11170039,2022,1117058000,2,효창종합사회복지관,서울특별시 용산구 효창원로 146-12,5-65,49,10,2,1,N,N,N,Y,20220520,20220930,126.962956,37.541234,196726.1699,549081.1726
11170092,2022,1117068500,2,시립용산노인종합복지관,서울특별시 용산구 독서당로11길 16,108-0,151,22,0,1,N,N,N,Y,20220520,20220930,127.006458,37.531341,200570.8039,547982.6013
11710167,2022,1171064600,2,송파복지센터,서울특별시 송파구 장지동 충민로 184 (장지동),850-2,7150,30,0,1,,,,Y,20220520,20220930,127.134162,37.485784,211865.6037,542934.8033
11710186,2022,1171065000,2,잠실종합사회복지관,서울특별시 송파구 올림픽로12길 12,188-1,1438,20,1,5,,,,Y,20220520,20220930,127.08267,37.510511,207309.1074,545673.891
11710183,2022,1171065000,5,잠실본동 주민센터,서울특별시 송파구 백제고분로15길 7 (잠실동),230-0,696,20,1,1,,,,Y,20220520,20220930,127.083138,37.506039,207350.8878,545177.6259
11530105,2022,1153056000,2,구로노인종합복지관,서울특별시 구로구 새말로16길 7 (구로동),1월 25일,2799,848,0,1,,,,Y,20220520,20220930,126.890599,37.505287,190326.8132,545096.5613
11350117,2022,1135061100,2,하계종합사회복지관,서울특별시 노원구 노원로16길 15,256-0,120,10,1,1,,Y,,Y,20220520,20220930,127.075224,37.642796,206639.002,560355.5087
11350118,2022,1135061100,2,시립노원노인종합복지관,서울특별시 노원구 노원로16길 15,256-0,120,10,1,1,,,,Y,20220520,20220930,127.074041,37.642969,206534.6232,560374.5825
11140062,2022,1114068000,99,호박쉼터,서울특별시 중구 서소문로6길 16,155-1,27,10,1,1,N,Y,Y,Y,20220520,20220930,126.966082,37.559682,197003.1833,551128.6637
1156000232,2022,1156055000,99,책나무 마을도서관,서울특별시 영등포구 당산로16길 17-1 (당산동1가),398-1,50,18,0,1,,,,Y,20220707,20220930,126.897982,37.522605,190981.7142,547017.8292
1159000179,2022,1159010500,99,까망돌도서관,,340-1,3317,161,0,54,,,,Y,20220520,20220930,126.960663,37.505047,196521.8424,545065.0065
1138000180,2022,1138060000,99,불광천어르신쉼터,서울특별시 은평구 증산로 414 (응암동),610-2,198,70,0,5,,,,Y,20220601,20220930,126.914404,37.593073,192440.5748,554837.5062
11650012,2022,1165053000,1,서초2차e편한세상 경로당,서울특별시 서초구 효령로49길 57,1529-0,135,15,0,1,N,N,N,Y,20220520,20220930,127.019155,37.497984,201693.8173,544280.4948
11650013,2022,1165053100,1,서초래미안아파트 경로당,서울특별시 서초구 서초대로65길 13-10,1682-0,175,21,5,10,N,N,N,Y,20220520,20220930,127.022167,37.502721,201960.0734,544806.3988
1135000295,2022,1135058000,13,중랑천 쉼터2,,195-9,10,5,0,0,,,,Y,,,127.068887,37.624421,206081.2248,558315.6235
1135000297,2022,1135057000,15,우이천 쉼터,서울특별시 노원구 우이천로 66,877-2,10,5,0,0,,,,Y,,,127.045839,37.628637,204046.3704,558782.3003
1135000298,2022,1135057000,11,영축산 순환산책로3,,115-1,10,3,0,0,,,,Y,,,127.052352,37.625285,204621.4682,558410.5644
1135000301,2022,1135060000,12,경춘선 숲길쉼터,,29-51,20,5,0,0,,,,Y,,,127.093089,37.624262,208217.7947,558299.831
1156000231,2022,1156055000,99,빛글공감 작은도서관,서울특별시 영등포구 당산로16길 5-1 (당산동1가),445-1,50,24,0,2,,,,Y,20220707,20220930,126.896418,37.522607,190843.4588,547018.2688
11650054,2022,1165062100,1,방배2차현대홈타운 경로당,서울특별시 서초구 서초대로1길 34,2001-0,123,30,3,1,N,N,N,Y,20220520,20220930,127.032734,37.473302,202895.5753,541541.528
11650004,2022,1165051000,1,서초1동 경로당,서울특별시 서초구 효령로68길 49-3,1436-6,198,25,5,2,N,N,N,Y,20220520,20220930,127.02249,37.485434,201989.0745,542887.7302
11650008,2022,1165053000,1,서초한빛삼성아파트 경로당,서울특별시 서초구 서초대로40길 72,1509-1,108,15,0,11,N,N,N,Y,20220520,20220930,127.011977,37.483702,201059.3017,542695.2754
11650010,2022,1165053000,1,예술의마을 경로당,서울특별시 서초구 남부순환로323길 44-15,1455-4,79,15,2,1,N,N,N,Y,20220520,20220930,127.010837,37.482794,200958.4864,542594.5428
1165000082,2022,1165053000,1,서초느티나무쉼터,서울특별시 서초구 반포대로1길 53-3,1484-6,697,10,0,1,N,N,N,Y,20220520,20220930,127.01088,37.482815,200962.2539,542596.9072
11650015,2022,1165053100,1,명달 경로당,서울특별시 서초구 서운로23길 17,1313-17,132,33,2,1,N,N,N,Y,20220520,20220930,127.015307,37.495935,201353.6016,544053.0757
1165000085,2022,1165066000,1,청룡마을 경로당,서울특별시 서초구 청룡마을4길 15,251-0,106,10,2,3,N,N,N,Y,20220520,20220930,127.058001,37.447423,205132.3229,538670.3901
11650011,2022,1165053000,1,서초3동 경로당(서초느티나무쉼터),서울특별시 서초구 반포대로1길 53-3,1484-6,150,15,4,1,N,N,N,Y,20220520,20220930,127.008934,37.48655,200790.1081,543011.4135
1135000299,2022,1135059500,15,묵동천 야외 무더위쉼터,,704-5,100,10,0,0,,,,Y,,,127.073144,37.616729,206457.7447,557462.2223
11650051,2022,1165062100,1,방배1차현대아파트 경로당,서울특별시 서초구 서초대로1길 30,1344-0,77,20,5,1,N,N,N,Y,20220520,20220930,126.992292,37.488946,199318.3162,543277.2506
11650053,2022,1165062100,1,방배4동 경로당,서울특별시 서초구 방배중앙로19길 4,821-1,146,30,2,1,N,N,N,Y,20220520,20220930,126.983761,37.490145,198563.8351,543410.4975
11290071,2022,1129061000,1,보문동제1경로당,서울특별시 성북구 보문로25길 22 (보문동2가),56-14,84,25,3,2,,,,Y,20220520,20220930,127.017569,37.58609,201551.726,554059.1834
11500183,2022,1150062000,1,공항 어르신사랑방,서울특별시 강서구 공항대로2가길 5-3,51-50,97,20,0,2,,Y,,Y,20220520,20220930,126.809043,37.560383,183128.1056,551223.0649
1129000267,2022,1129052500,1,성북동해아래경로당,서울특별시 성북구 성북로23길 25 (성북동),113-51,49,31,1,1,,,,Y,20220627,20220930,126.995153,37.592718,199571.9324,554794.6826
11260105,2022,1126068000,1,다우훼미리아파트경로당,서울특별시 중랑구 송림길 18,796-0,74,22,1,1,,,,Y,20220520,20220930,127.096485,37.600353,208520.2636,555646.5152
11380080,2022,1138063100,1,신사두산위브아파트경로당,서울특별시 은평구 갈현로1길 36,370-0,87,10,3,1,,,,Y,20220601,20220930,126.905591,37.599959,191662.9824,555602.566
11380022,2022,1138052000,1,송암경로당,서울특별시 은평구 불광로5길 6-12,238-161,118,15,4,2,N,N,N,Y,20220601,20220930,126.931936,37.615247,193990.6725,557297.3545
11380023,2022,1138052000,1,미성아파트경로당,서울특별시 은평구 통일로 780,248-0,132,20,0,1,N,N,N,Y,20220601,20220930,126.928226,37.614872,193663.087,557255.9775
11380024,2022,1138052000,1,북한산힐스테이트3차경로당(3305동),서울특별시 은평구 불광로 122-10,641-0,244,60,3,4,N,N,N,Y,20220601,20220930,126.934914,37.618602,194253.8564,557669.537
11380025,2022,1138052000,1,북한산힐스테이트1차아파트경로당,서울특별시 은평구 불광로2길 33,635-0,121,25,2,3,N,N,N,Y,20220601,20220930,126.937066,37.612766,194443.4124,557021.6743
11380005,2022,1138051000,1,녹색경로당,서울특별시 은평구 은평로11길 21,160-9,176,35,4,2,N,N,N,Y,20220601,20220930,126.923249,37.602599,193222.5109,555894.1336
11380006,2022,1138051000,1,해주드림빌아파트경로당,서울특별시 은평구 응암로 366,279-1,86,10,3,1,N,N,N,Y,20220601,20220930,126.923014,37.604065,193201.9457,556056.8383
1165000113,2022,1165065100,1,서초호반써밋 경로당,서울특별시 서초구 양재대로2길 109,753-0,190,20,2,2,N,N,N,Y,20220520,20220930,127.013337,37.456425,201179.9797,539667.9246
1165000115,2022,1165065100,1,서초네이처힐7단지아파트 경로당,서울특별시 서초구 태봉로2길 10,735-0,92,20,2,4,N,N,N,Y,20220520,20220930,127.02306,37.461784,202040.1472,540262.9106
1165000121,2022,1165054000,1,한강아파트 경로당,서울특별시 서초구 잠원로 213-10,Aug.49,50,10,1,1,N,N,N,Y,20220520,20220930,127.015219,37.521345,201345.3548,546873.2703
11380090,2022,1138063200,1,신성수정아파트경로당,서울특별시 은평구 은평터널로7길 2,358-0,25,10,4,2,N,N,N,Y,20220601,20220930,126.906307,37.592659,191725.4022,554792.2838
11380091,2022,1138063200,1,신사이랜드타운아파트경로당,서울특별시 은평구 은평터널로 121-6,367-0,37,10,2,1,N,N,N,Y,20220601,20220930,126.903944,37.590703,191516.4893,554575.4005
11380049,2022,1138056000,1,현대아파트제일경로당,서울특별시 은평구 서오릉로21길 36,382-0,102,10,2,1,N,N,N,Y,20220601,20220930,126.9057,37.614005,191674.1737,557161.5091
11380050,2022,1138056000,1,구산경로당,서울특별시 은평구 서오릉로21길 11-8,340-6,132,30,6,2,N,N,N,Y,20220601,20220930,126.9079,37.6158,191868.609,557360.5419
11380052,2022,1138056000,1,동익파크아파트경로당,서울특별시 은평구 서오릉로21길 20,355-95,29,10,1,1,N,N,N,Y,20220601,20220930,126.906844,37.614542,191775.2376,557221.0095
11380055,2022,1138057000,1,대조경로당,서울특별시 은평구 연서로22길 9-30,212-0,137,30,5,3,N,N,N,Y,20220601,20220930,126.919745,37.615322,192914.3437,557306.529
11380020,2022,1138052000,1,대광경로당,서울특별시 은평구 진흥로15길 22-12,604-3,37,10,3,2,N,N,N,Y,20220601,20220930,126.932105,37.612051,194005.3368,556942.6222
11380021,2022,1138052000,1,북한산힐스테이트7차아파트경로당,서울특별시 은평구 통일로 796,643-0,191,50,2,4,N,N,N,Y,20220601,20220930,126.932007,37.610377,193996.5495,556756.8327
11380125,2022,1138060000,1,상림마을4단지경로당,서울특별시 은평구 진관4로 77,6-0,126,20,3,1,N,N,N,Y,20220601,20220930,126.927827,37.646793,193630.5843,560798.9012
11545054,2022,1154567000,5,시흥1동주민센터,서울특별시 금천구 시흥동 시흥대로58길 36 (시흥동),886-6 시흥1동주민센터,308,300,1,1,Y,Y,N,Y,20220520,20220930,126.903237,37.45357,191438.3926,539355.4386
11380033,2022,1138053000,1,북한산대창센시티아파트경로당,서울특별시 은평구 불광로 208,71-16,43,10,6,1,,,,Y,20220601,20220930,126.929436,37.626062,193770.8514,558497.8671
11650075,2022,1165066000,1,본마을 경로당,서울특별시 서초구 본마을2길 2,446-0,568,30,2,3,N,N,N,Y,20210520,20210930,127.050721,37.46177,204487.3127,540262.3374
11650078,2022,1165066000,1,능안마을 경로당,서울특별시 서초구 능안말2길 13,166-0,144,10,2,3,N,N,N,Y,20210520,20210930,127.057174,37.44887,205059.0818,538830.9089
11650079,2022,1165066000,1,서초포레스타7단지(아) 경로당,서울특별시 서초구 청계산로11길 7-12,266-0,120,30,2,3,N,N,N,Y,20210520,20210930,127.056379,37.458217,204988.1061,539868.221
11650080,2022,1165066000,1,탑성마을 경로당,서울특별시 서초구 탑성말길 6,209-8,33,8,0,1,N,N,N,Y,20210520,20210930,127.056379,37.458217,204988.1061,539868.221
11650045,2022,1165060000,1,방배1동제1경로당,서울특별시 서초구 서초대로 114-8,143-0,30,10,5,1,N,N,N,Y,20220520,20220930,126.985535,37.479716,198720.58,542252.9689
11650048,2022,1165061000,1,방배2동 제2경로당,서울특별시 서초구 방배천로16길 5,437-8,185,25,2,1,N,N,N,Y,20220520,20220930,126.999969,37.478413,199997.258,542108.2661
11545031,2022,1154562000,5,독산2동주민센터,서울특별시 금천구 독산로 179,1043-51,211,30,6,2,Y,Y,N,Y,20220520,20220930,126.90349,37.463149,191461.8672,540418.4867
11545039,2022,1154563000,5,독산3동주민센터,서울특별시 금천구 독산로 317,973-17,193,100,5,1,Y,Y,N,Y,20220520,20220930,126.903174,37.47516,191435.308,541751.6297
11545043,2022,1154564000,5,독산4동주민센터,서울특별시 금천구 독산동 독산로 232 (독산동),1022 독산4동주민센터,33,30,0,1,Y,Y,N,Y,20220520,20220930,126.902195,37.467553,191347.834,540907.4224
11545069,2022,1154568000,5,시흥2동주민센터,서울특별시 금천구 시흥동 금하로 764 (시흥동),1010-1 시흥제2동주민센터,48,50,10,6,Y,Y,N,Y,20220520,20220930,126.914663,37.449634,192448.9716,538917.5646
11545072,2022,1154569000,5,시흥3동주민센터,서울특별시 금천구 시흥동 시흥대로18길 40 (시흥동),956-3 시흥3동주민센터,1344,120,0,4,Y,Y,N,Y,20220520,20220930,126.905818,37.440256,191665.3096,537877.4608
11545081,2022,1154570000,5,시흥4동주민센터,서울특별시 금천구 시흥동 독산로36길 14 (시흥동),812-38 시흥4동주민센터,30,50,2,1,Y,Y,N,Y,20220520,20220930,126.906129,37.458957,191694.8642,539953.0405
11545089,2022,1154571000,5,시흥5동주민센터,서울특별시 금천구 시흥동 금하로21길 20 (시흥동),832-14 시흥5동주민센터,711,30,12,4,Y,Y,N,Y,20220520,20220930,126.908333,37.4524,191889.1967,539225.0672
11380079,2022,1138063100,1,신사1동경로당,서울특별시 은평구 갈현로3나길 6,270-45,192,10,3,1,N,N,N,Y,20220601,20220930,126.906592,37.601066,191751.5004,555725.3424
11380019,2022,1138052000,1,현대홈타운아파트경로당,서울특별시 은평구 불광로2길 16,633-0,164,30,8,2,N,N,N,Y,20220601,20220930,126.933825,37.612039,194157.2001,556941.1819
11380115,2022,1138069000,1,구파발10단지제2경로당,서울특별시 은평구 진관3로 15-35,28-0,82,20,1,3,N,N,N,Y,20220601,20220930,126.923745,37.644916,193270.17,560590.8583
11380116,2022,1138069000,1,제각말5단지제4경로당,서울특별시 은평구 연서로 455,92-0,132,10,4,1,N,N,N,Y,20220601,20220930,126.933261,37.63623,194109.312,559626.1617
11380117,2022,1138069000,1,우물골8단지아파트경로당,서울특별시 은평구 진관2로 111-7,88-0,83,10,2,2,N,N,N,Y,20220601,20220930,126.931617,37.63638,193964.2172,559642.9146
1147000507,2022,1147062000,1,목동(아)9단지 경로당,서울특별시 양천구 신정동 목동서로 340  경로당 (신정동 목동신시가지아파트9단지),313 목동신시가지아파트9단지 목동(아)9단지 경로당,212,100,8,3,N,N,N,Y,20220520,20220930,126.864763,37.522175,188045.1779,546973.8187
11380118,2022,1138069000,1,우물골6단지아파트경로당,서울특별시 은평구 진관2로 57-7,81-0,109,15,4,4,N,N,N,Y,20220601,20220930,126.923584,37.635117,193255.0752,559503.2818
11380107,2022,1138065000,1,물빛경로당,서울특별시 은평구 수색로22가길 6-8,324-2,100,30,4,5,N,N,N,Y,20220601,20220930,126.889994,37.585812,190283.8117,554033.906
11380108,2022,1138069000,1,상림마을11단지아파트경로당,서울특별시 은평구 진관4로 48-8,15-0,36,10,2,1,N,N,N,Y,20220601,20220930,126.926916,37.644155,193549.9585,560506.1723
11380109,2022,1138069000,1,제각말5단지제1경로당,서울특별시 은평구 연서로48길 12,154-0,45,15,1,1,N,N,N,Y,20220601,20220930,126.935209,37.636392,194281.2638,559644.0215
11380110,2022,1138069000,1,기자촌11단지경로당,서울특별시 은평구 연서로46길 7,150-0,108,35,2,3,N,N,N,Y,20220601,20220930,126.934631,37.636296,194230.2396,559633.4018
11380111,2022,1138069000,1,은평뉴타운폭포동4단지2은빛경로당,서울특별시 은평구 연서로44길 7,140-0,128,25,1,3,N,N,N,Y,20220601,20220930,126.922096,37.643266,193124.4866,560407.8448
1147000508,2022,1147062000,1,목동(아)10단지 경로당,서울특별시 양천구 신정동 목동서로 400  경로당 (신정동 목동신시가지아파트10단지),310-2 목동신시가지아파트10단지 목동(아)10단지 경로당,2180,200,4,2,N,N,N,Y,20220520,20220930,126.858767,37.517756,187514.3991,546484.1993
1147000509,2022,1147062000,1,목동힐스테이트경로당,서울특별시 양천구 중앙로36길 15,1323,30,15,6,1,N,N,N,Y,20220520,20220930,126.856408,37.520336,187306.2544,546770.8516
1147000511,2022,1147062000,1,구립남부법마을경로당,서울특별시 양천구 은행정로6길 23,1017-5,125,54,2,2,N,N,N,Y,20220520,20220930,126.860657,37.521946,187682.1372,546948.9767
1147000513,2022,1147063000,1,단산(구립)경로당,서울특별시 양천구 신정동 신목로 58-12 경로당 (신정동),296-119 단산(구립)경로당,230,38,5,2,N,N,N,Y,20220520,20220930,126.874709,37.522913,188924.4363,547054.5989
1147000514,2022,1147063000,1,유원목동아파트 경로당,서울특별시 양천구 신정동 신목로 77  경로당 (신정동 유원목동아파트),87-39 유원목동아파트 유원목동아파트 경로당,57,26,1,1,N,N,N,Y,20220520,20220930,126.87414,37.524834,188874.4139,547267.8065
1147000515,2022,1147063000,1,쌍용아파트경로당,서울특별시 양천구 신정동 신목로 9  경로당 (신정동 쌍용아파트),334 쌍용아파트 쌍용아파트경로당,58,28,2,1,N,N,N,Y,20220520,20220930,126.876701,37.520814,189100.2914,546821.4033
1147000516,2022,1147063000,1,청구(아)경로당,서울특별시 양천구 신정동 신목로2길 11  경로당 (신정동 청구아파트),336 청구아파트 청구(아)경로당,54,20,1,1,N,N,N,Y,20220520,20220930,126.876197,37.522009,189055.8587,546954.0143
1147000526,2022,1147063000,1,꽃사슴(신정3동구립)경로당,서울특별시 양천구 중앙로29길 108-15,1195-0,100,20,4,2,N,N,N,Y,20220520,20220930,126.848534,37.521638,186610.3956,546916.4046
1147000527,2022,1147064000,1,다락골(구립)경로당,서울특별시 양천구 중앙로25길 33,521-26,164,50,9,2,N,N,N,Y,20220520,20220930,126.850354,37.515313,186770.1848,546214.1957
1147000528,2022,1147064000,1,신정6차현대(아)경로당,서울특별시 양천구 신정동 신정로 170  경로당 (신정동 신정동현대아파트),743-2 신정동현대아파트 신정6차현대(아)경로당,135,25,3,2,N,N,N,Y,20220520,20220930,126.843075,37.511397,186125.9332,545780.6619
